perm_android_permission_GET_TASKS,intent_android_net_conn_CONNECTIVITY_CHANGE,n_permissions,perm_com_android_browser_permission_READ_HISTORY_BOOKMARKS,perm_com_android_launcher_permission_INSTALL_SHORTCUT,perm_android_permission_ACCESS_WIFI_STATE,perm_android_permission_ACCESS_COARSE_LOCATION,perm_com_google_android_gms_permission_ACTIVITY_RECOGNITION,perm_android_permission_CHANGE_WIFI_STATE,intent_android_intent_action_PACKAGE_ADDED,perm_android_permission_SYSTEM_ALERT_WINDOW,perm_android_permission_WRITE_EXTERNAL_STORAGE,intent_android_intent_action_ACTION_POWER_DISCONNECTED,suspicious_getSubscriberId,intent_android_intent_action_ACTION_POWER_CONNECTED,n_activities,perm_android_permission_READ_LOGS,perm_android_permission_RECORD_AUDIO,perm_android_permission_READ_PHONE_STATE,intent_co_ronash_pushe_RECEIVE,intent_com_evernote_android_job_ADD_JOB_CREATOR,intent_com_igexin_sdk_action_refreshls,intent_co_ronash_pushe_service_ScreenStateService,perm_android_permission_RESTART_PACKAGES,n_providers,n_urls,n_api_calls,perm_android_permission_WRITE_CALENDAR,suspicious_getCellLocation,n_receivers,label
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,29,22,0,0,3,0
0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,33,21,0,0,2,0
0,0,9,1,0,1,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0
0,0,10,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,33,31,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,44,14,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,2,45,13,0,0,4,0
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,38,25,0,0,0,1
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,35,16,0,0,0,0
0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,36,17,0,1,5,0
1,0,39,0,0,1,1,0,0,1,0,1,0,0,0,142,0,0,1,0,0,0,0,0,15,141,79,1,1,20,0
1,0,8,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,45,24,0,0,0,1
0,1,18,0,0,1,0,0,0,0,0,0,0,1,1,12,1,0,1,0,0,0,0,1,0,0,9,0,0,1,0
0,0,11,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,18,14,0,0,2,0
0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,27,32,0,0,1,0
0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,23,18,0,0,1,0
0,0,7,0,0,1,1,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,1,148,53,0,0,1,0
0,0,9,0,0,1,1,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,1,63,9,0,0,5,0
1,1,25,0,0,1,1,0,1,1,0,1,0,1,0,37,1,1,1,0,0,0,0,1,0,23,42,0,1,4,0
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,22,14,0,0,0,0
0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,20,0,0,1,0,0,0,0,0,0,176,23,0,1,6,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,64,18,0,0,5,0
1,0,21,0,0,1,0,0,0,0,0,1,0,0,0,28,1,0,1,0,0,0,0,0,1,144,18,0,0,3,0
0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,19,30,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,1,93,18,0,0,0,0
0,0,38,0,0,1,0,0,1,0,1,1,0,0,0,16,0,1,1,0,0,0,0,0,2,44,22,0,0,8,0
0,0,21,0,0,1,1,0,0,0,0,1,0,0,0,6,0,1,1,0,0,0,0,0,0,10,45,1,0,1,0
1,0,12,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,1,1,17,0,0,4,0
0,0,24,0,0,1,0,0,1,0,1,1,0,0,0,65,0,1,1,0,0,0,0,0,3,25,27,0,0,3,1
0,0,13,0,0,0,1,0,0,0,0,1,0,0,0,45,0,1,1,0,0,0,0,0,3,48,14,0,0,6,1
0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,3,18,0,0,3,0
0,0,11,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,29,31,0,0,1,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,2,18,9,0,0,1,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,32,26,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,12,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,35,21,0,0,0,0
1,1,65,0,1,1,1,0,1,0,1,1,0,1,0,1048,0,1,1,0,0,0,0,0,21,263,77,0,1,40,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,27,21,0,0,2,0
1,0,9,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,2,31,20,0,0,3,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,50,33,0,0,2,0
0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,10,0,0,0,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,17,18,0,0,4,0
0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,25,0,1,0,0,0,0,0,0,1,31,22,0,0,1,0
0,1,10,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,1,8,14,0,0,5,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,19,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,11,14,0,0,3,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,22,24,0,0,1,0
1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,1,0,0,0,0,0,1,5,11,0,1,2,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
1,0,19,0,0,1,1,0,0,0,1,1,0,0,0,20,1,0,0,0,0,0,0,1,0,57,32,0,0,2,0
0,0,18,0,0,1,1,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,1,91,19,0,0,6,0
0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,2,55,26,0,0,2,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,27,19,0,0,4,0
1,1,43,0,1,1,1,0,1,0,1,1,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0
0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,15,27,0,0,6,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0
0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,1,32,0,0,0,1
1,1,18,0,0,1,0,0,1,0,0,1,0,1,0,29,0,0,1,0,0,0,0,1,2,68,22,0,0,5,0
0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,12,17,0,0,3,0
1,1,26,0,0,1,1,0,1,0,1,1,0,1,0,132,0,1,1,0,0,0,0,0,1,88,61,0,1,9,0
0,1,7,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,0,4,50,27,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0
0,0,28,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,9,55,0,0,2,0
0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,2,12,20,0,0,9,0
0,0,12,0,0,0,1,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,3,25,26,0,0,4,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,51,18,0,0,4,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,17,0,0,0,1
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,17,0,0,1,0
0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0
0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,51,19,0,0,3,0
1,0,19,0,0,1,1,0,1,0,0,1,0,1,0,25,0,0,0,0,0,0,0,0,0,67,22,0,1,0,0
0,0,11,0,0,1,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,31,28,0,0,7,0
0,0,16,0,0,0,1,0,0,0,1,1,1,0,1,36,1,0,1,0,0,0,0,0,1,32,28,1,0,17,1
0,0,27,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,2,7,21,0,0,5,0
0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,37,28,0,0,5,0
0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,66,19,1,0,5,0
1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,69,0,0,1,0,0,0,0,0,1,4,21,0,0,0,0
0,0,12,0,0,0,1,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,1,56,28,0,0,2,0
0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,2,41,9,0,0,1,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,24,20,0,0,3,1
1,1,31,0,0,1,1,0,1,1,1,1,0,1,0,114,0,1,1,0,0,0,0,0,0,131,54,0,1,3,1
0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,26,32,0,0,0,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,2,66,25,0,0,3,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,18,0,0,0,0
0,1,29,0,0,1,1,0,0,0,1,1,1,0,1,39,0,1,1,0,0,0,0,0,5,67,58,0,0,16,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,14,0,0,0,0,0,0,0,0,3,16,9,0,0,6,1
0,0,13,0,0,0,0,0,0,0,1,1,1,0,1,10,0,0,0,0,0,0,0,0,1,93,17,0,0,1,0
0,0,12,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,15,13,0,0,0,1
0,0,10,0,0,0,1,0,0,0,0,1,0,0,0,48,0,0,0,0,0,0,0,0,3,52,8,0,0,4,0
0,0,27,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,2,35,25,0,0,7,0
0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,0,4,33,23,0,0,3,0
0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,3,31,12,0,0,0,0
1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,41,31,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,1,0,1,0,65,0,0,0,0,0,0,0,0,2,46,20,0,0,6,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0
1,0,15,0,0,1,1,0,0,1,1,1,0,1,0,6,0,0,1,0,0,0,0,0,0,181,35,0,0,3,0
0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,53,22,0,1,4,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,24,6,0,0,4,0
0,0,11,0,0,0,1,0,0,0,0,1,0,0,0,21,0,0,1,0,0,0,0,0,1,101,37,0,0,5,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,37,0,0,1,0,0,0,0,0,0,27,26,0,0,0,0
0,0,10,0,0,1,0,0,1,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,30,37,0,0,1,0
0,0,21,0,1,1,1,0,1,1,1,1,1,1,1,114,0,1,0,0,0,0,0,0,2,230,32,0,1,8,0
0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,2,32,23,0,0,5,0
0,0,11,0,1,0,0,0,0,1,0,0,1,1,1,64,0,0,0,0,0,0,0,0,1,130,56,0,1,7,0
1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,63,31,0,0,2,0
0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,51,28,0,0,7,1
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,1,101,29,0,1,6,0
0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,64,21,0,0,6,0
0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,28,14,0,0,1,0
0,0,28,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,8,17,0,0,4,0
0,1,15,0,0,1,1,0,0,0,0,1,1,0,1,32,0,0,0,0,0,0,0,0,7,25,24,0,0,10,0
0,0,23,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,25,32,0,0,4,0
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,1,58,8,0,0,3,0
0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,37,32,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,32,20,0,0,0,0
0,0,12,0,0,1,0,0,0,0,0,1,0,1,0,27,0,0,1,0,0,0,0,0,4,120,34,0,1,3,0
1,0,11,0,0,1,1,0,1,0,0,1,0,1,0,40,0,0,1,0,0,0,0,0,1,8,18,0,0,0,0
0,0,12,1,0,1,1,0,1,0,0,1,0,1,0,3,0,1,1,0,0,0,0,0,0,19,41,0,1,0,0
0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0
0,0,13,0,0,1,1,0,0,0,0,1,0,0,0,84,0,0,0,0,0,0,0,0,3,78,35,0,0,4,0
1,0,19,0,0,1,1,1,0,0,0,1,0,1,0,40,0,0,1,0,0,0,0,0,2,104,61,0,1,6,0
0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,47,0,0,0,0,0,0,0,0,3,49,14,0,0,6,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0
0,0,27,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,20,18,0,0,4,1
0,0,15,0,0,1,1,0,0,0,0,1,0,0,0,32,0,0,1,0,0,0,0,0,6,74,25,0,1,3,0
0,0,25,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,7,20,0,0,6,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0
0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,22,13,0,0,0,0
0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,24,19,0,0,0,0
0,0,57,0,1,1,1,0,1,0,1,1,0,1,0,41,0,1,1,0,0,0,0,0,2,132,59,0,1,27,0
0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,17,21,0,0,3,1
0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,33,20,0,0,5,0
0,0,6,0,0,0,0,0,0,0,0,1,0,1,0,12,0,0,0,0,0,0,0,0,1,32,28,0,1,0,1
0,0,14,0,0,1,0,0,1,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,1,16,21,0,0,1,0
1,1,42,0,1,1,1,0,1,0,1,1,1,0,1,15,1,0,1,0,0,0,0,1,0,0,0,0,0,8,0
0,0,14,0,0,0,1,0,0,0,1,1,0,0,0,9,0,0,1,0,0,0,0,0,3,80,44,0,0,2,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,14,0,0,1,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,83,33,0,1,3,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,2,23,10,0,0,4,0
0,0,7,0,0,1,1,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,1,77,53,0,0,1,0
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,32,27,0,0,0,0
0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,26,25,0,1,0,0
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,19,24,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,1,0,0,0,0,0,1,58,21,0,0,0,0
0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,30,17,0,0,1,0
0,0,8,0,0,1,1,0,0,0,0,1,0,1,0,33,0,0,1,0,0,0,0,0,0,166,31,0,1,2,0
0,1,18,0,0,0,0,0,0,0,0,1,1,0,1,27,0,1,0,0,0,0,0,0,5,54,29,0,0,11,0
1,0,94,0,1,1,0,0,1,0,1,1,0,1,0,193,0,1,1,0,0,0,0,1,16,146,35,0,1,22,0
0,0,9,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,6,21,0,0,0,1
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,26,29,0,0,4,0
0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,47,0,0,0,0,0,0,0,0,3,49,14,0,0,6,0
1,1,42,0,1,1,1,0,1,1,1,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,1,20,16,0,0,0,1
0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,24,19,0,0,0,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,15,21,0,0,5,0
0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,84,50,0,0,6,0
0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,2,586,7,0,0,3,0
0,0,7,0,0,1,0,0,0,1,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,45,33,0,0,1,0
0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,24,22,0,0,0,0
0,0,16,0,0,1,0,0,0,0,0,1,1,1,1,11,0,0,0,0,0,0,0,0,3,22,35,0,0,6,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,13,0,0,1,0,0,0,0,0,0,45,26,0,0,2,0
0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,2,26,14,0,0,2,0
0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,1,29,18,0,0,1,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,29,5,0,0,3,0
0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,12,0,0,5,0
0,0,11,0,0,1,0,0,0,0,0,1,1,1,1,22,0,0,1,0,0,0,0,0,3,44,30,0,0,8,0
0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,8,25,0,0,1,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,1,66,22,0,0,5,1
1,0,10,0,0,1,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,2,30,32,0,0,5,0
1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,38,29,0,0,0,0
0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,1,0,0,0,0,1,0,38,30,0,0,2,0
0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,1,89,35,0,0,3,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0
0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,26,20,0,0,4,0
0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0
0,0,16,0,0,1,1,0,0,0,1,1,0,0,1,10,0,1,0,0,0,0,0,0,3,73,27,0,0,9,0
1,0,5,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,29,23,0,0,0,0
0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,24,0,0,1,0,0,0,0,0,1,87,24,0,0,5,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,20,19,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21,18,0,0,0,0
0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,20,20,0,0,1,0
1,0,17,0,0,1,0,0,0,0,0,1,0,0,0,36,0,0,1,0,0,0,0,0,0,113,24,0,0,6,0
1,0,9,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,11,0,0,1,0
0,0,21,0,0,1,1,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,2,23,39,0,0,4,1
1,0,24,0,0,0,1,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,32,28,1,0,1,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0
1,1,33,0,0,1,1,0,1,0,1,1,1,1,1,160,0,1,1,0,0,0,0,1,2,173,51,0,1,5,0
0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,3,81,20,0,0,5,0
0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,3,38,22,0,0,3,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0
0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,26,14,0,0,3,0
0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,2,30,6,0,0,3,0
0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,20,20,0,0,3,0
0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,13,0,0,2,0
0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,19,30,0,0,0,0
1,1,20,0,0,1,1,0,0,0,0,1,0,0,0,46,0,1,1,0,0,0,0,0,6,85,21,0,0,7,0
0,1,13,0,0,1,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3,56,27,0,0,5,0
0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,1,50,11,0,0,3,0
0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,5,56,27,0,0,5,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,37,11,0,0,6,0
0,0,28,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,4,40,28,0,0,11,0
0,1,8,0,0,1,0,0,0,0,0,1,0,1,0,25,0,0,1,0,0,0,0,0,1,80,28,0,0,8,0
1,0,11,0,1,1,0,0,0,0,0,1,0,1,0,6,0,0,1,0,0,0,0,0,0,26,27,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,1,0,0,0,0,0,0,22,19,0,0,0,0
1,0,17,0,1,1,1,0,1,0,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,2,87,21,0,0,6,0
0,0,6,0,0,1,0,0,0,1,0,1,0,0,0,16,0,0,1,0,0,0,0,0,0,56,35,0,1,1,0
0,0,27,0,0,1,0,0,0,0,1,1,0,0,0,11,0,0,0,0,0,0,0,0,1,46,25,0,0,5,0
